	media(1h)	Th0(1h)	Th0(3h)	Th0(6h)	Th0(16h)	Th0(48h)	Th17(1h)	Th17(3h)	Th17(6h)	Th17(9h)	Th17(12h)	Th17(16h)	Th17(24h)	Th17(48h)	Th1(48h)	Th2(48h)	Treg(48h)
Rbm4	6.0346	6.2461	6.3314	6.3636	5.9366	 6.077	6.9059	7.1775	6.9276	6.7403	6.7118	6.0908	6.2343	6.1439	5.9125	5.7565	5.9346
Rbm41	10.1634	10.4344	9.94493	9.72184	8.90099	9.35347	9.94267	9.36664	9.27854	8.83874	 8.8545	8.66357	8.59541	9.11051	9.55506	9.29694	9.27538
Rbm42	10.8001	10.9074	10.6823	10.7111	10.8846	10.2586	10.9113	10.6963	10.7911	11.2473	11.0366	11.0496	10.8559	 10.275	10.1281	10.4304	10.4722
Rbm43	 8.984	8.3305	8.3244	7.6876	7.7769	8.6411	 8.942	8.4307	7.8904	7.8824	7.2936	7.1506	8.1197	8.2276	8.9585	8.6498	8.2361
Rbm44	 4.197	4.0305	4.4517	3.0418	5.8045	6.3295	3.7207	3.5777	3.8765	4.2329	4.0123	 5.175	6.2732	6.4513	6.0641	6.4763	6.7973
Rbm45	10.0486	9.86003	10.4419	10.4363	9.84761	 10.065	11.0314	11.3383	11.0012	10.7002	10.2424	9.92928	9.87432	10.0312	10.1896	 10.141	10.3571
Rbm46	3.0418	3.7476	3.0418	3.0418	3.4723	3.0418	3.0418	3.0418	3.0418	3.5395	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rbm46os	3.8693	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rbm47	 4.637	4.4152	4.4517	4.1428	3.7304	4.2471	4.1974	5.0355	3.8765	3.7423	3.4824	3.5405	3.4545	4.4744	4.3558	4.2109	3.6485
Rbm48	9.3283	8.9685	8.6643	8.3865	7.9638	7.9744	9.3723	8.9365	8.4307	8.3405	8.3168	8.2447	8.1818	7.9076	8.1356	8.1523	7.9452
Rbm4b	9.7008	9.6522	  9.41	9.1865	 8.597	 7.953	9.6069	9.2732	9.0456	9.0583	8.8996	8.5115	8.1648	7.7199	7.8167	7.9041	7.7677
Rbm5	  12.76	12.7569	11.9549	11.4878	11.2017	11.3775	12.4852	11.6582	11.3425	11.3417	11.1936	10.9849	11.1876	11.2054	11.3471	11.3351	11.3069
Rbm6	11.2519	11.3992	11.3459	11.2082	10.9502	10.5195	11.0107	11.0406	10.9233	10.5368	10.6666	10.6342	10.4294	10.5002	10.5549	10.4581	10.3959
Rbm7	10.9128	10.7258	10.0413	9.89202	  9.891	 10.143	10.8502	10.1352	9.82852	9.95639	10.2415	 10.141	10.3729	10.3126	10.3355	10.2358	10.2281
Rbm8a	9.38947	 9.6008	10.2384	 10.666	10.9016	10.8974	10.0477	10.6721	11.2704	 11.588	11.6534	11.2994	11.6492	10.7205	10.6519	10.8008	10.4647
Rbms1	10.8854	11.0741	10.0956	 9.2594	 9.2729	 9.9205	11.2049	9.61952	8.92732	8.96989	8.66388	8.51271	 9.2056	10.2696	9.77534	9.68134	9.68979
Rbms2	9.95259	10.0983	9.65242	9.62399	10.0188	9.55594	10.1169	9.92098	9.44621	9.61401	9.74816	10.0543	9.73075	10.0158	9.46991	9.34562	9.27292
Rbms3	3.0418	3.0418	3.0418	3.6022	3.6561	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	 3.245	3.0418	3.0418	3.2316	3.3002	3.0418
Rbmx	10.8069	11.3512	10.6625	 10.225	10.6077	11.1451	10.9416	  10.31	9.73243	9.83966	10.0292	10.3234	10.5188	10.5394	11.0287	11.1566	10.5611
Rbmx2	6.5062	7.1769	7.4213	7.5293	8.3533	8.4852	7.5893	8.0156	 8.294	8.4344	8.6857	8.6602	9.4783	8.6943	8.7686	8.7248	8.4391
Rbmxl1	7.1566	7.5626	 7.859	 8.238	9.0254	8.2905	8.2309	8.5682	8.8137	8.9727	9.3205	9.3523	9.2172	8.5917	8.5638	8.3965	8.3599
Rbmxl2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rbmy	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rbp1	4.3254	3.0418	3.9261	4.3753	4.1571	 3.996	3.9934	3.7955	3.8765	 4.134	4.2565	3.9989	4.1127	4.0748	3.8334	3.3654	4.0958
Rbp2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rbp3	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rbp4	3.0418	3.0418	3.0418	3.0418	3.0418	3.4148	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4545	4.1538	3.2316	3.2716	3.2895
Rbp7	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5777	3.5282	3.7423	3.4824	3.0418	3.0418	3.0418	3.0418	3.2716	3.2999
Rbpj	9.53466	9.50423	9.75547	10.0304	 9.5296	 10.767	9.13075	10.2541	10.6404	10.6803	10.9233	11.1909	11.3362	12.1426	10.3426	11.3772	 11.879
Rbpjl	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2316	3.0418	3.0418
Rbpms	4.8818	5.0215	4.6733	4.4743	4.3133	5.6338	5.1277	4.7985	  4.65	4.5535	4.4519	4.4339	4.1831	5.0306	5.5014	5.6765	 5.439
Rbpms2	 4.197	5.1994	5.3727	5.0579	5.4241	5.3825	4.9542	 6.045	5.1833	4.8022	4.8491	4.9612	5.4859	5.6672	5.4408	5.1822	4.9977
Rbx1	9.2513	9.2705	9.5311	9.8631	9.5669	9.3463	8.9955	9.2214	9.4771	9.7562	9.8363	 9.755	9.8287	9.6304	9.3478	9.2976	9.4266
Rc3h1	13.4132	13.2173	 12.393	12.4715	12.0364	11.6726	12.8723	12.2993	12.4265	12.0618	12.2019	12.0929	11.7827	11.7777	11.8688	11.7806	11.5841
Rc3h2	12.0584	12.2283	11.6779	 11.549	 10.897	10.5683	11.9328	11.6607	11.5426	10.8322	10.8368	10.9279	10.3913	10.6024	10.8394	10.6536	10.6468
Rcan1	5.8695	5.5609	 7.448	  7.96	 7.871	8.0783	6.2289	7.7714	8.0838	8.1524	8.0267	8.1399	8.5673	8.0926	7.8919	7.9583	8.8191
Rcan2	3.8693	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2386	3.0418	3.0418	3.0418	3.0418	3.0418
Rcan3	13.1386	12.8404	12.3744	10.8987	9.68848	9.81671	11.7037	11.4193	10.8978	10.4018	10.1899	10.0902	10.4322	10.9847	9.81693	10.1556	11.3463
Rcbtb1	11.6521	11.4551	10.5564	 10.283	10.5046	10.4434	11.8662	 10.075	9.67356	9.72112	9.71665	9.86979	 10.413	10.2393	10.5419	10.5706	10.6132
Rcbtb2	8.8898	8.6379	8.6831	7.8061	  8.35	7.8864	9.3804	7.8882	7.7642	7.9819	8.2921	8.3646	8.9425	8.0416	8.0021	8.1866	8.1323
Rcc1	8.71912	8.53996	10.4264	11.1334	11.8347	11.4535	9.12596	   11.1	  11.39	11.7919	11.8759	12.0005	12.1046	11.4298	11.2897	11.4195	11.0251
Rcc2	12.4267	11.8929	12.0615	12.6334	13.2512	 12.841	11.7651	12.5992	 12.922	13.2069	13.1657	13.3082	13.2793	12.9111	 12.836	 13.027	13.3213
Rccd1	8.4003	8.0309	7.7489	8.0588	8.7589	 8.049	8.3751	8.2408	8.3368	8.4344	8.4759	8.6911	8.6838	7.5929	7.8601	8.0526	7.7848
Rce1	9.3805	9.0085	9.3618	9.5016	9.3349	9.1301	9.1497	9.3616	9.5608	 9.869	9.7193	9.6126	 9.452	8.8789	8.8856	 9.044	8.7688
Rchy1	10.4742	10.4635	9.91979	9.58669	9.25688	9.66132	10.4817	10.2837	10.0362	9.84433	9.59919	9.37024	9.74109	9.80143	9.86569	9.69948	9.49215
Rcl1	10.2385	9.83165	11.4031	 11.606	11.3123	10.9538	 10.315	11.4247	11.8966	11.8257	11.8483	11.9274	11.5205	10.6784	10.9568	11.3223	10.5422
Rcn1	8.6607	8.2565	 8.936	9.1293	8.4761	8.1619	8.6666	9.8346	9.2042	 8.804	8.9704	8.4885	7.9319	8.0563	8.3882	8.1907	 7.974
Rcn2	10.0391	 10.163	9.62741	9.25346	9.08756	9.49684	 10.017	9.84547	 9.3111	9.20832	9.30296	9.35659	9.55838	9.47056	9.78389	9.64786	9.50946
Rcn3	5.6822	4.2417	4.4517	4.1428	4.3777	4.6416	4.7526	4.7985	4.1099	4.4819	4.3907	4.6368	4.3101	5.2034	4.4157	 4.575	4.4839
Rcor1	10.6804	10.6752	10.3127	10.4271	10.3968	10.0557	10.1898	10.4194	10.5174	 10.275	10.3413	10.5188	9.84694	10.2036	9.99372	10.0216	10.0345
Rcor2	5.1473	5.1994	5.7707	 6.627	 6.377	 5.767	5.6001	6.4034	7.2122	6.9406	7.3219	7.8899	7.4445	7.3169	5.9964	6.3564	5.9652
Rcor3	8.7334	 8.247	 7.955	7.8462	7.4134	8.0813	 7.735	7.3907	7.7829	7.0311	7.1354	7.1749	7.9157	8.2304	 8.251	8.0293	8.5193
Rcsd1	11.3437	11.0318	9.74835	9.26826	10.2559	 10.917	10.7259	8.35163	8.06359	8.08026	7.21292	6.88942	8.84582	10.2928	10.4926	10.5887	11.0232
Rcvrn	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rd3	3.6309	3.0418	4.3667	4.1428	3.7304	3.9433	3.0418	3.9599	4.1099	3.8957	3.6625	3.4663	3.8591	3.6212	3.9836	4.0564	3.9486
Rd3l	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rdh1	4.4395	4.0305	4.4517	4.0009	3.7821	3.7863	3.9934	4.2145	4.1099	3.7423	3.4824	3.4663	3.0418	4.2442	4.0055	4.9188	4.0837
Rdh10	7.5495	7.5626	7.6756	7.9156	7.6824	7.6913	7.7723	7.7714	7.8014	7.6023	7.3902	7.3215	7.7017	 7.248	7.8749	8.1691	8.4018
Rdh11	9.53466	9.22277	 8.8719	9.24451	8.78493	10.5544	9.06721	8.84931	8.75498	8.59819	8.81537	9.21899	9.54271	9.93181	10.5703	10.4309	10.2078
Rdh12	7.3294	6.7323	5.8812	4.4743	5.6168	7.4961	5.8585	4.9226	4.1099	5.0998	5.8935	6.2348	7.5685	7.2172	7.5804	7.2348	7.0399
Rdh13	8.1187	7.8157	9.4077	9.5796	9.1288	8.5594	8.3342	9.6693	9.6087	9.3918	 9.402	9.3101	9.0068	8.4736	8.5998	8.5685	8.4455
Rdh14	7.8835	7.8539	8.2456	8.0858	7.9011	7.6984	7.8086	 8.284	8.1997	7.9932	7.9963	7.7757	7.7616	7.4921	7.7518	7.6461	7.5435
Rdh16	3.6309	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2716	3.0418
Rdh18-ps	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rdh19	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rdh5	5.3156	5.7935	5.8812	 5.578	4.9307	4.2755	5.6001	5.4082	5.4668	5.9982	4.8906	4.6681	4.3101	4.3054	4.1327	 4.361	3.9375
Rdh7	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2316	3.0418	3.0418
Rdh8	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rdh9	 4.197	3.0418	3.7675	4.0009	3.0418	3.4765	3.0418	3.0418	4.0013	3.5395	3.0418	 3.245	3.0418	3.8559	3.3686	3.9317	3.3905
Rdm1	6.6938	6.5259	6.5944	5.8917	5.3974	7.4957	6.2289	6.2355	5.7536	6.2087	5.5469	5.5093	6.6722	7.5836	7.2341	7.4791	7.3601
Rdx	12.1417	11.9938	11.8457	12.1966	12.5449	12.3842	 11.843	12.0693	12.3006	12.1618	12.4068	12.4778	12.5111	12.5187	12.6118	12.7291	12.8421
Rec8	4.8056	4.4152	4.3667	4.6492	3.9043	4.4863	4.9542	4.4155	4.3759	4.4053	 4.182	4.1106	4.3681	4.6012	 4.944	4.9303	5.1675
Reck	6.9439	6.6763	 6.495	6.4708	6.4113	6.5578	6.6073	6.4034	6.5861	6.3745	6.0559	6.3302	6.6527	7.0018	6.5303	6.8746	7.0821
Recql	9.4395	9.0692	9.6486	9.5362	9.7408	9.5597	9.1163	9.2102	9.3596	9.4275	9.5055	9.5733	9.9789	9.5536	9.6132	9.7727	9.7803
Recql4	7.00794	6.16651	5.58619	6.09449	9.03911	9.42716	 6.9282	6.21307	6.65579	7.15697	7.46181	8.90712	10.0927	9.65663	9.14667	9.63576	9.55238
Recql5	7.7957	7.3474	8.8686	 9.126	9.4049	9.1672	7.8324	8.8529	9.1996	9.3768	9.1966	9.2215	9.1498	9.0717	9.0757	9.1612	9.1868
Redrum	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	 3.245	3.0418	3.0418	3.2316	3.0418	3.0418
Reep1	4.3254	4.6959	5.7707	6.5314	5.8321	 7.665	5.2064	5.7315	6.1743	5.9753	5.7311	5.5678	7.3272	7.8889	7.7147	7.8699	7.7501
Reep2	4.7243	5.9453	6.1682	5.9226	 5.772	6.0827	5.9932	6.5711	6.4976	6.1488	6.0039	5.9326	6.3601	6.5521	5.8062	6.1749	6.1345
Reep3	9.49901	9.67366	 10.303	10.3761	10.4704	10.4025	 9.4738	9.59614	9.88295	10.0537	10.3516	10.4157	10.2838	10.0414	10.4111	10.2507	10.9869
Reep4	9.26439	8.98579	8.62204	8.81127	  8.624	9.83919	9.02153	8.66948	8.56643	8.90878	9.00121	9.12551	 9.6993	10.0247	9.56029	9.80418	9.75804
Reep5	9.70557	9.58955	 9.5102	9.46351	10.1047	11.4603	  9.511	8.83485	9.10619	9.62671	9.56422	 9.4522	10.3272	11.0632	11.1852	  11.13	11.3291
Reep6	3.0418	3.0418	4.8594	5.5383	5.5243	5.6059	3.0418	5.0883	6.0336	 5.607	5.5953	5.6783	5.6556	6.1299	5.0607	5.6865	5.0728
Reg1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Reg2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Reg3a	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Reg3b	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Reg3d	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Reg3g	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Reg4	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rel	11.7626	12.6843	12.5943	12.2036	11.2383	12.1676	12.0725	 11.944	11.0751	10.0671	9.99791	9.92028	9.95544	10.9193	11.9232	11.6376	11.5468
Rela	12.0608	12.5344	 12.055	11.8049	11.3962	10.8797	13.0603	 12.369	  12.08	12.0308	 11.661	 11.516	11.3355	11.0914	10.5603	10.7443	 10.609
Relb	11.6032	11.6134	12.0047	11.5454	10.7957	9.69446	  12.06	12.0782	11.7559	 11.781	11.4977	11.2141	10.7278	10.1284	9.55525	9.76721	9.85463
Rell1	11.8364	11.4654	8.64139	6.92625	6.03721	6.68945	10.6038	7.88818	6.41944	5.97525	6.15465	6.62081	 8.0251	7.49629	6.92315	7.24522	7.74442
Rell2	5.7976	5.1994	5.4107	5.7949	5.0039	4.5961	4.7526	 5.939	5.7274	5.3039	5.0795	5.0781	4.5728	4.6289	4.1327	4.4269	4.4573
Reln	3.6309	4.0305	3.0418	3.6022	3.4723	3.0418	3.7207	3.0418	3.0418	3.0418	3.7991	3.4663	3.4545	3.0418	3.5272	3.2716	3.2895
Relt	7.8226	7.7086	7.6756	8.2137	8.3571	7.8163	8.3342	8.3465	8.2182	8.3839	8.5962	8.8257	8.8179	 7.901	7.7658	7.9304	8.0988
Rem1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4092	3.0418	3.2716	3.0418
Rem2	 4.197	4.6959	5.4107	5.2715	4.6586	5.2005	4.5097	5.1879	5.3674	5.0082	4.5097	4.6029	4.5251	5.0306	4.6679	4.4528	 5.529
Ren1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Ren2	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Renbp	4.0486	4.4152	4.7386	4.2658	3.8936	4.6614	3.9934	4.4155	4.1099	4.2329	 4.182	4.3123	4.4753	5.0677	4.7731	4.8768	5.1953
Rep15	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7207	3.0418	3.5282	3.5395	3.4824	3.9035	4.1831	3.6466	3.3686	  3.53	3.0418
Repin1	6.3902	5.6229	6.7169	6.7678	7.9328	7.9361	 6.116	6.7368	6.7858	6.8314	6.5413	 6.861	7.2324	7.8513	  7.73	8.3475	7.8687
Reps1	 11.794	 11.711	10.5575	10.3651	10.7449	10.7978	10.6462	10.0949	10.1437	 10.136	10.1754	10.3546	10.2917	10.5919	10.8236	10.8377	10.4076
Reps2	3.0418	3.0418	3.0418	3.0418	3.0418	3.6543	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	 3.471	4.2342	4.3099	4.7588
Rer1	11.0046	11.1904	11.1692	11.3568	 11.304	11.5605	11.1171	11.2607	11.3053	11.4468	11.6332	11.5502	11.7089	11.5642	11.6061	11.4925	11.3429
Rere	12.0265	11.4613	10.6795	10.0408	10.1676	10.3789	11.6296	9.85803	10.0466	10.1908	 9.9008	10.0666	9.60439	 10.407	10.2573	 10.254	9.88091
Rerg	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rergl	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Resp18	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rest	10.8102	10.5608	10.4286	10.1693	9.76794	9.84308	11.2725	10.7722	10.6649	10.4207	10.1333	9.75265	 9.5335	9.83863	9.94566	9.87015	10.1308
Ret	3.0418	3.0418	3.9261	3.0418	3.0418	4.3689	3.7207	3.7955	3.0418	3.5395	3.0418	 3.245	3.0418	3.7513	4.0409	3.9904	4.3363
Retn	3.6309	3.0418	3.0418	3.6022	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.2999
Retnla	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.4824	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Retnlb	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Retnlg	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.7207	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Retsat	7.0235	6.9601	6.5783	6.5895	6.7591	8.3312	7.2619	6.1903	6.4033	6.5072	6.9664	7.0977	7.3087	7.8165	 8.177	8.0074	7.9807
Rev1	9.8497	 9.663	9.3239	9.9316	9.5481	9.1625	9.0722	9.6631	9.7017	9.4212	9.4587	9.5869	9.5335	8.9842	9.3202	 9.226	9.1675
Rev3l	12.6982	12.9726	11.4685	11.3767	11.2295	10.9847	12.2347	  10.57	10.7623	10.1944	10.3143	10.5262	10.4803	 10.864	10.9821	10.9037	10.8821
Rex2	3.0418	3.0418	3.0418	3.0418	3.0418	3.4148	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rexo1	11.1425	 11.145	11.1572	10.9809	10.7086	 10.349	11.5361	11.2485	11.1125	11.3373	10.9758	10.8349	10.5783	  10.36	10.0658	10.3377	10.3802
Rexo2	9.82554	9.91516	10.4529	10.9997	10.9886	10.9137	10.5795	10.8078	10.9463	11.3608	11.4162	11.2646	11.3021	10.9834	11.0896	10.9993	11.7234
Rexo4	9.71516	9.81242	10.0119	10.1439	10.2939	9.79869	10.6446	10.5018	10.3416	10.7156	10.8502	10.8329	10.8737	10.3706	10.0162	10.0196	10.0207
Rfc1	10.7131	10.6393	10.3937	10.4428	12.1437	12.0119	10.0901	9.98948	10.2826	10.6522	11.1192	11.7411	12.1917	11.9681	12.1596	12.0955	12.0478
Rfc2	8.78892	 8.7228	9.32634	 8.9718	10.5967	11.0019	9.31034	9.30504	9.21113	9.81291	10.2117	10.5494	11.5406	10.8345	 10.807	10.8049	 10.867
Rfc3	7.89199	7.70865	7.51679	7.98178	 9.8933	9.70788	7.65732	7.90906	8.00105	8.58709	9.15996	 9.7572	10.6471	9.96476	9.59533	9.78514	9.50338
Rfc4	7.08422	6.64745	6.81618	6.86496	9.58436	 9.8471	6.68805	7.08245	7.09709	8.14229	8.93201	9.29242	10.2917	9.78981	9.78556	 9.7388	9.57198
Rfc5	7.17069	7.15662	6.92173	7.36241	9.55349	10.4112	7.11447	7.49576	7.18431	8.18712	8.61344	9.41477	10.6755	10.1824	10.3804	10.4632	10.1927
Rfesd	6.4609	 6.038	7.1879	6.8805	6.8493	7.1858	5.6558	6.8277	 6.748	6.4589	6.5771	6.7284	 6.633	7.4591	6.9168	6.7922	7.2508
Rffl	9.2839	8.9094	8.7127	8.6978	8.6849	8.1654	9.6576	8.8848	8.8378	8.6019	8.6248	8.7273	8.5386	8.4973	8.2231	8.4506	8.5597
Rfk	9.57208	9.62673	9.68822	9.81751	10.0279	10.2066	9.90683	9.99761	9.72762	9.73962	9.91127	 9.9048	 9.7468	10.0078	10.2302	 9.9824	9.85259
Rfng	7.7404	7.5626	7.6831	7.7052	8.4336	8.2787	7.4732	8.1207	7.7705	8.4344	8.4977	8.7419	 8.667	8.3491	8.2838	8.4853	8.2496
Rfpl3s	3.0418	3.0418	3.0418	3.0418	3.4723	3.6543	3.0418	3.0418	3.0418	3.0418	3.0418	3.4418	3.4545	 3.471	3.4181	3.0418	3.2895
Rfpl4	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.5777	3.0418	3.5395	3.0418	3.0418	3.0418	3.0418	3.3094	3.3654	3.2895
Rfpl4b	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
Rft1	7.8577	7.3651	  7.93	7.8928	8.1997	 8.354	7.0949	7.9091	7.8377	7.8702	 7.906	7.9701	8.0438	8.1281	8.2461	8.3536	8.3464
Rftn1	10.2681	10.2298	10.7192	 10.865	11.0839	10.1219	10.2874	10.0486	11.1956	11.3636	11.3545	11.5036	11.1359	10.5804	9.91876	9.84911	10.4286
Rftn2	5.9042	5.9453	6.2317	5.7263	5.8986	5.8059	5.6558	5.2805	5.3326	 5.666	5.4446	5.4876	5.3429	 4.646	5.6182	5.4059	5.6867
Rfwd2	7.7309	7.6947	7.9612	7.9961	7.5904	7.4189	7.3303	7.7329	7.8014	7.5189	7.5599	7.3486	7.2647	 7.052	7.5932	7.4756	 7.611
Rfwd3	9.62646	9.62305	9.35241	9.37056	10.1195	10.7182	8.83456	9.20459	9.00633	8.92357	9.16581	9.64118	10.2815	10.3984	  10.78	10.8086	10.5646
Rfx1	10.1704	9.79946	 9.2851	8.87068	9.22336	9.39243	10.0196	9.06908	8.96873	9.75127	9.61779	9.48412	9.74337	9.53939	8.95742	9.25736	9.31209
Rfx2	 5.465	 5.496	5.1182	5.2213	4.5841	5.1295	5.6001	 5.487	4.9209	5.0082	4.9696	4.9195	5.7332	5.7315	4.9457	5.3313	5.2129
Rfx3	10.2811	9.90005	8.16761	7.84617	8.17777	8.55953	9.64424	7.30919	6.83461	6.96376	7.28649	7.05784	7.95574	8.36851	8.76869	8.59425	8.52644
Rfx4	3.0418	3.0418	3.5576	3.0418	3.7304	3.4148	3.7207	3.5777	3.0418	3.0418	3.0418	3.2631	3.0418	3.4092	3.2316	3.2716	3.0418
Rfx5	9.36835	9.15313	9.96963	9.92601	9.28251	9.09295	9.15446	 9.8916	10.0205	9.64645	9.49162	 9.2518	8.93655	8.99901	8.92975	8.85466	9.04811
Rfx6	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.3002	3.0418
Rfx7	11.9453	11.9973	12.1099	12.3075	12.0788	12.5344	11.1704	11.6504	11.9277	11.4721	11.4621	 11.685	11.5341	11.8167	12.3971	12.2021	12.0603
Rfx8	3.0418	3.0418	4.6733	5.2715	4.9521	4.4854	3.7207	4.5844	5.1833	4.6844	4.3907	4.6317	4.0364	4.4178	4.5776	4.5509	4.5146
Rfxank	8.3519	8.1684	 8.483	 8.238	7.7223	7.9021	8.3259	8.1734	8.2136	8.4831	8.1498	7.9649	7.5941	7.9382	7.6352	7.7419	7.6965
Rfxap	8.8813	8.4432	8.0508	8.4708	8.5056	8.5975	8.6128	8.5462	8.6738	8.9206	8.6749	8.6269	8.7237	 8.773	8.6347	8.6963	8.7603
Rgag1	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418	3.0418
